frame_number,elapsed_time,process_time,label,pose_bbox,pose_track_ids,fps,image_path
2045,0 days 00:01:39.773354,0 days 00:00:00.000430,[1 0 0 0],"[array([230,   1, 275, 223], dtype=int64)
 array([114,  52, 168, 240], dtype=int64)
 array([ 86, 203, 170, 349], dtype=int64)
 array([558,  81, 628, 266], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02045.jpg
2050,0 days 00:01:40.163768,0 days 00:00:00.000425,[1 0 0 0],"[array([222,   0, 272, 224], dtype=int64)
 array([114,  56, 168, 240], dtype=int64)
 array([ 86, 202, 170, 349], dtype=int64)
 array([566,  84, 633, 266], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02050.jpg
2055,0 days 00:01:40.473491,0 days 00:00:00.000429,[1 0 0 0],"[array([221,   0, 268, 224], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([573,  88, 637, 266], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02055.jpg
2060,0 days 00:01:40.773731,0 days 00:00:00.000412,[1 0 0 0],"[array([219,   0, 266, 224], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([575,  79, 642, 266], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02060.jpg
2065,0 days 00:01:40.953764,0 days 00:00:00.000406,[1 0 0 0],"[array([214,   0, 263, 224], dtype=int64)
 array([114,  59, 168, 240], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([576,  73, 645, 266], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02065.jpg
2070,0 days 00:01:41.224625,0 days 00:00:00.000433,[1 0 0 0],"[array([209,   0, 256, 224], dtype=int64)
 array([114,  59, 168, 240], dtype=int64)
 array([ 86, 201, 170, 349], dtype=int64)
 array([576,  69, 647, 266], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02070.jpg
2075,0 days 00:01:41.456748,0 days 00:00:00.000424,[1 0 0 0],"[array([203,   0, 248, 224], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 86, 202, 170, 349], dtype=int64)
 array([583,  67, 651, 267], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02075.jpg
2080,0 days 00:01:41.732181,0 days 00:00:00.000432,[1 0 0 0],"[array([199,   1, 244, 224], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 86, 202, 170, 348], dtype=int64)
 array([593,  65, 653, 269], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02080.jpg
2085,0 days 00:01:41.910479,0 days 00:00:00.000562,[1 0 0 0],"[array([194,   4, 242, 223], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 86, 202, 170, 348], dtype=int64)
 array([598,  64, 655, 268], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02085.jpg
2090,0 days 00:01:42.060863,0 days 00:00:00.000418,[1 0 0 0],"[array([191,   5, 241, 223], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 87, 202, 170, 349], dtype=int64)
 array([599,  64, 657, 263], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02090.jpg
2095,0 days 00:01:42.262367,0 days 00:00:00.000427,[1 0 0 0],"[array([189,   5, 241, 222], dtype=int64)
 array([114,  57, 168, 240], dtype=int64)
 array([ 87, 202, 171, 348], dtype=int64)
 array([599,  63, 659, 259], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02095.jpg
2100,0 days 00:01:42.342656,0 days 00:00:00.000397,[1 0 0 0],"[array([188,   5, 241, 222], dtype=int64)
 array([114,  57, 168, 240], dtype=int64)
 array([ 87, 201, 171, 348], dtype=int64)
 array([599,  64, 661, 257], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02100.jpg
2105,0 days 00:01:42.421512,0 days 00:00:00.000418,[1 0 0 0],"[array([187,   4, 241, 222], dtype=int64)
 array([114,  57, 167, 240], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([599,  65, 664, 256], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02105.jpg
2110,0 days 00:01:42.559534,0 days 00:00:00.000464,[1 0 0 0],"[array([186,   5, 241, 222], dtype=int64)
 array([114,  57, 168, 240], dtype=int64)
 array([ 86, 202, 170, 348], dtype=int64)
 array([600,  65, 667, 256], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02110.jpg
2115,0 days 00:01:42.823783,0 days 00:00:00.000408,[1 0 0 0],"[array([186,   6, 242, 222], dtype=int64)
 array([114,  58, 168, 240], dtype=int64)
 array([ 87, 203, 170, 348], dtype=int64)
 array([601,  66, 671, 256], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02115.jpg
2120,0 days 00:01:43.057083,0 days 00:00:00.000441,[1 0 0 0],"[array([186,   6, 242, 223], dtype=int64)
 array([114,  59, 168, 240], dtype=int64)
 array([ 86, 204, 170, 348], dtype=int64)
 array([602,  66, 673, 252], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02120.jpg
2125,0 days 00:01:43.173194,0 days 00:00:00.000445,[1 0 0 0],"[array([187,   5, 243, 223], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 205, 170, 346], dtype=int64)
 array([604,  66, 674, 249], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02125.jpg
2130,0 days 00:01:43.278495,0 days 00:00:00.000439,[1 0 0 0],"[array([188,   5, 243, 224], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 204, 170, 347], dtype=int64)
 array([605,  65, 674, 248], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02130.jpg
2135,0 days 00:01:43.512330,0 days 00:00:00.000408,[1 0 0 0],"[array([189,   4, 243, 224], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 203, 170, 347], dtype=int64)
 array([604,  64, 673, 248], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02135.jpg
2140,0 days 00:01:43.632100,0 days 00:00:00.000425,[1 0 0 0],"[array([189,   4, 243, 224], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 204, 170, 348], dtype=int64)
 array([604,  62, 671, 248], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02140.jpg
2145,0 days 00:01:43.738557,0 days 00:00:00.000425,[1 0 0 0],"[array([190,   4, 243, 224], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 203, 170, 348], dtype=int64)
 array([603,  59, 669, 248], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02145.jpg
2150,0 days 00:01:43.854952,0 days 00:00:00.000426,[1 0 0 0],"[array([190,   4, 243, 224], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 204, 170, 348], dtype=int64)
 array([603,  56, 666, 248], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02150.jpg
2155,0 days 00:01:44.038243,0 days 00:00:00.000450,[1 0 0 0],"[array([190,   4, 243, 224], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 203, 170, 348], dtype=int64)
 array([603,  56, 663, 244], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02155.jpg
2160,0 days 00:01:44.257308,0 days 00:00:00.000487,[1 0 0 0],"[array([190,   4, 243, 224], dtype=int64)
 array([114,  60, 168, 240], dtype=int64)
 array([ 86, 203, 170, 348], dtype=int64)
 array([602,  55, 661, 240], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02160.jpg
2165,0 days 00:01:44.589794,0 days 00:00:00.000446,[1 0 0 0],"[array([190,   4, 243, 223], dtype=int64)
 array([113,  60, 168, 240], dtype=int64)
 array([ 86, 203, 170, 347], dtype=int64)
 array([602,  54, 660, 234], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02165.jpg
2170,0 days 00:01:44.959879,0 days 00:00:00.000456,[1 0 0 0],"[array([190,   4, 242, 223], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([602,  52, 660, 231], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02170.jpg
2175,0 days 00:01:45.265855,0 days 00:00:00.000418,[1 0 0 0],"[array([192,   3, 246, 217], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([602,  62, 659, 231], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02175.jpg
2180,0 days 00:01:45.406244,0 days 00:00:00.000414,[1 0 0 0],"[array([192,   2, 247, 215], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([602,  65, 659, 231], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02180.jpg
2185,0 days 00:01:45.529319,0 days 00:00:00.000416,[1 0 0 0],"[array([194,   2, 250, 211], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([601,  69, 659, 230], dtype=int64)]",[1 6 7 9],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02185.jpg
2190,0 days 00:01:45.703084,0 days 00:00:00.000426,[1 0 0 0 0],"[array([197,   1, 251, 209], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([601,  70, 658, 230], dtype=int64)
 array([643, 182, 703, 303], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02190.jpg
2195,0 days 00:01:45.867297,0 days 00:00:00.000431,[1 0 0 0 0],"[array([201,   0, 252, 209], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([600,  68, 658, 223], dtype=int64)
 array([641, 151, 703, 302], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02195.jpg
2200,0 days 00:01:46.050317,0 days 00:00:00.000434,[1 0 0 0 0],"[array([206,   0, 253, 209], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([595,  66, 656, 216], dtype=int64)
 array([641, 134, 703, 302], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02200.jpg
2205,0 days 00:01:46.215532,0 days 00:00:00.000433,[1 0 0 0 0],"[array([210,   0, 254, 209], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([592,  59, 655, 212], dtype=int64)
 array([639, 132, 703, 301], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02205.jpg
2210,0 days 00:01:46.353419,0 days 00:00:00.000444,[1 0 0 0 0],"[array([214,   0, 256, 209], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([592,  62, 652, 211], dtype=int64)
 array([624, 128, 703, 301], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02210.jpg
2215,0 days 00:01:46.468393,0 days 00:00:00.000418,[1 0 0 0 0],"[array([217,   0, 258, 209], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([591,  59, 648, 208], dtype=int64)
 array([611, 126, 701, 301], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02215.jpg
2220,0 days 00:01:46.649198,0 days 00:00:00.000454,[1 0 0 0 0],"[array([219,   0, 261, 209], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([590,  57, 644, 205], dtype=int64)
 array([604, 102, 696, 301], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02220.jpg
2225,0 days 00:01:46.862948,0 days 00:00:00.000421,[1 0 0 0 0],"[array([220,   0, 263, 221], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([590,  56, 642, 200], dtype=int64)
 array([601,  88, 691, 301], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02225.jpg
2230,0 days 00:01:47.185322,0 days 00:00:00.000457,[1 0 0 0 0],"[array([221,   0, 265, 229], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([589,  55, 638, 196], dtype=int64)
 array([600,  81, 686, 301], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02230.jpg
2235,0 days 00:01:47.676858,0 days 00:00:00.000428,[1 0 0 0 0],"[array([222,   0, 265, 235], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([589,  52, 634, 195], dtype=int64)
 array([600,  77, 682, 304], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02235.jpg
2240,0 days 00:01:48.130071,0 days 00:00:00.000435,[1 0 0 0 0],"[array([223,   0, 266, 235], dtype=int64)
 array([113,  60, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([589,  51, 631, 195], dtype=int64)
 array([600,  76, 680, 305], dtype=int64)]",[ 1  6  7  9 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02240.jpg
2245,0 days 00:01:48.407719,0 days 00:00:00.000434,[1 0 0 0],"[array([224,   0, 266, 236], dtype=int64)
 array([113,  60, 167, 239], dtype=int64)
 array([ 86, 203, 171, 349], dtype=int64)
 array([600,  77, 678, 305], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02245.jpg
2250,0 days 00:01:48.773872,0 days 00:00:00.000427,[1 0 0 0],"[array([226,   0, 266, 236], dtype=int64)
 array([113,  60, 167, 239], dtype=int64)
 array([ 86, 202, 171, 349], dtype=int64)
 array([601,  78, 678, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02250.jpg
2255,0 days 00:01:49.013378,0 days 00:00:00.000456,[1 0 0 0],"[array([227,   0, 267, 237], dtype=int64)
 array([113,  60, 167, 239], dtype=int64)
 array([ 86, 203, 171, 349], dtype=int64)
 array([601,  80, 678, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02255.jpg
2260,0 days 00:01:49.258245,0 days 00:00:00.000448,[1 0 0 0],"[array([228,   0, 270, 236], dtype=int64)
 array([113,  60, 167, 239], dtype=int64)
 array([ 86, 203, 171, 349], dtype=int64)
 array([601,  81, 678, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02260.jpg
2265,0 days 00:01:49.507409,0 days 00:00:00.000415,[1 0 0 0],"[array([229,   0, 273, 236], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 349], dtype=int64)
 array([601,  83, 679, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02265.jpg
2270,0 days 00:01:49.861623,0 days 00:00:00.000401,[1 0 0 0],"[array([231,   0, 275, 236], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 203, 171, 349], dtype=int64)
 array([601,  86, 680, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02270.jpg
2275,0 days 00:01:49.968426,0 days 00:00:00.000476,[1 0 0 0],"[array([234,   0, 282, 235], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 204, 171, 349], dtype=int64)
 array([601,  88, 681, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02275.jpg
2280,0 days 00:01:50.231394,0 days 00:00:00.000439,[1 0 0 0],"[array([236,   0, 294, 235], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 204, 171, 349], dtype=int64)
 array([600,  90, 681, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02280.jpg
2285,0 days 00:01:50.513547,0 days 00:00:00.000403,[1 0 0 0],"[array([238,   0, 300, 235], dtype=int64)
 array([113,  58, 167, 239], dtype=int64)
 array([ 86, 205, 171, 349], dtype=int64)
 array([593,  91, 681, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02285.jpg
2290,0 days 00:01:50.798504,0 days 00:00:00.000428,[1 0 0 0],"[array([239,   0, 302, 235], dtype=int64)
 array([114,  58, 167, 239], dtype=int64)
 array([ 86, 204, 171, 349], dtype=int64)
 array([583,  92, 679, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02290.jpg
2295,0 days 00:01:51.033569,0 days 00:00:00.000410,[1 0 0 0],"[array([240,   0, 303, 235], dtype=int64)
 array([113,  58, 167, 239], dtype=int64)
 array([ 86, 204, 171, 349], dtype=int64)
 array([575,  91, 676, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02295.jpg
2300,0 days 00:01:51.286038,0 days 00:00:00.000422,[1 0 0 0],"[array([240,   0, 306, 236], dtype=int64)
 array([113,  58, 167, 239], dtype=int64)
 array([ 86, 204, 171, 349], dtype=int64)
 array([571,  89, 672, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02300.jpg
2305,0 days 00:01:51.521963,0 days 00:00:00.000442,[1 0 0 0],"[array([242,   0, 306, 236], dtype=int64)
 array([113,  58, 167, 239], dtype=int64)
 array([ 86, 203, 171, 349], dtype=int64)
 array([569,  85, 667, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02305.jpg
2310,0 days 00:01:51.727563,0 days 00:00:00.000410,[1 0 0 0],"[array([248,   8, 307, 235], dtype=int64)
 array([113,  58, 167, 239], dtype=int64)
 array([ 86, 204, 171, 349], dtype=int64)
 array([568,  81, 660, 306], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02310.jpg
2315,0 days 00:01:52.045979,0 days 00:00:00.000433,[1 0 0 0],"[array([263,  14, 307, 234], dtype=int64)
 array([113,  58, 167, 239], dtype=int64)
 array([ 86, 203, 171, 348], dtype=int64)
 array([568,  76, 652, 305], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02315.jpg
2320,0 days 00:01:52.213820,0 days 00:00:00.000424,[1 0 0 0],"[array([270,  16, 320, 230], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 202, 171, 348], dtype=int64)
 array([568,  76, 644, 302], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02320.jpg
2325,0 days 00:01:52.320051,0 days 00:00:00.000435,[1 0 0 0],"[array([273,  16, 334, 223], dtype=int64)
 array([113,  59, 167, 240], dtype=int64)
 array([ 86, 201, 171, 348], dtype=int64)
 array([568,  54, 652, 302], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02325.jpg
2330,0 days 00:01:52.611897,0 days 00:00:00.000439,[1 0 0 0],"[array([275,  16, 342, 219], dtype=int64)
 array([113,  59, 167, 239], dtype=int64)
 array([ 86, 201, 171, 348], dtype=int64)
 array([555,  70, 638, 297], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02330.jpg
2335,0 days 00:01:53.035496,0 days 00:00:00.000426,[1 0 0 0],"[array([276,   6, 343, 218], dtype=int64)
 array([113,  59, 167, 240], dtype=int64)
 array([ 86, 202, 171, 347], dtype=int64)
 array([542,  68, 629, 292], dtype=int64)]",[ 1  6  7 13],8,./results/cctv-seg-1/13/01-jan/Channel 13 1800hrs to 1900hrs_anonymized_processed/image/02335.jpg
